district_id,state_name,district_name,malnutrition_index_pc1,z_malnutrition_index_pc1
377,Maharashtra,Palghar,0.9835757506149603,0.6359093361295275
378,Maharashtra,Parbhani,1.629046407600039,1.053224237109792
379,Maharashtra,Pune,0.7489094896504522,0.4841910102876815
380,Maharashtra,Raigad,0.4894931887271417,0.3164710887684909
381,Maharashtra,Ratnagiri,0.38722411987037775,0.25035126460382573
382,Maharashtra,Sangli,-0.16912138659627257,-0.10934172442590219
383,Maharashtra,Satara,-0.6192960049782544,-0.40039225361866126
384,Maharashtra,Sindhudurg,0.33314184008244874,0.21538555239019017
385,Maharashtra,Solapur,0.8764632614158223,0.5666581047371123
386,Maharashtra,Thane,0.5015250499520684,0.3242500248383991
387,Maharashtra,Wardha,0.6645277358341984,0.4296358374733966
388,Maharashtra,Washim,1.836199791040562,1.1871547152232331
389,Maharashtra,Yavatmal,1.7636885285716126,1.1402741483226015
390,Manipur,Bishnupur,-3.725312332233982,-2.4085190089171165
391,Manipur,Chandel,-2.448654341008242,-1.5831237761074106
392,Manipur,Churachandpur,-3.026324463154529,-1.9566037278510697
393,Manipur,Imphal East,-2.845965297675865,-1.8399964638831403
394,Manipur,Imphal West,-3.7296383643130655,-2.4113159101072537
395,Manipur,Senapati,-2.5648203270689027,-1.6582283473928254
396,Manipur,Tamenglong,-2.6367096048764154,-1.7047067837479555
397,Manipur,Thoubal,-2.6685109937025224,-1.7252672744308162
398,Manipur,Ukhrul,-2.774808709117396,-1.7939917316973715
399,Meghalaya,East Garo Hills,-0.9813334718901849,-0.6344596399831984
400,Meghalaya,East Jaintia Hills,-0.8119073452616563,-0.5249208925710311
401,Meghalaya,East Khasi Hills,-1.167698272701143,-0.7549497157984179
402,Meghalaya,North Garo Hills,-2.4392377388970834,-1.577035678476538
403,Meghalaya,Ri Bhoi,-0.20399394157513318,-0.131887810247846
404,Meghalaya,South Garo Hills,-1.8541468746492678,-1.198758008630922
405,Meghalaya,South West Garo Hills,-1.1833439208797343,-0.7650650665889834
