model_name,variable,coefficient,std_error,t_value,p_value
bivariate_agriculture_yield,Intercept,-0.15386881835020622,0.05024943854108097,-3.062100250620953,0.002356881589091094
bivariate_agriculture_yield,z_weighted_yield_t_per_ha,-0.32073424727883804,0.05024943854108097,-6.382842407614658,5.150170346273487e-10
bivariate_sanitation,Intercept,5.021172554038838e-17,0.030292189176106144,1.6575799539768606e-15,0.9999999999999987
bivariate_sanitation,z_improved_sanitation_pct,-0.5965174423209567,0.030292189176106134,-19.69212059429094,4.574397646020776e-69
bivariate_healthcare_delivery,Intercept,-0.00382076583033637,0.037929998082388276,-0.10073203331139725,0.9197921913384565
bivariate_healthcare_delivery,z_institutional_deliveries_pct,0.04361743811910331,0.03792999808238827,1.149945697976606,0.2505612068295374
bivariate_womens_schooling,Intercept,5.0211725540388385e-17,0.031090980656074553,1.6149933029075435e-15,0.9999999999999987
bivariate_womens_schooling,z_women_10plus_schooling_pct,-0.5669324008505826,0.031090980656074553,-18.234625891088303,4.144597039508638e-61
