column,missing_count,missing_pct
weighted_yield_t_per_ha,328,46.59090909090909
hjg_villages_reported_ratio,17,2.414772727272727
institutional_deliveries_pct,6,0.8522727272727273
anc_4plus_pct,6,0.8522727272727273
underweight_pct,0,0.0
stunting_pct,0,0.0
wasting_pct,0,0.0
women_10plus_schooling_pct,0,0.0
improved_sanitation_pct,0,0.0
improved_water_pct,0,0.0
anaemia_children_u5_pct,0,0.0
