district_id,state_name,district_name,z_malnutrition_index_pc1,z_improved_sanitation_pct,z_women_10plus_schooling_pct,z_institutional_deliveries_pct,z_hjg_villages_reported_ratio,cluster,pca1,pca2
212,Himachal Pradesh,Sirmaur,-0.5625985095260908,0.8704019617193585,1.0862827707862728,-0.4266628819866169,1.2457375286371022,0,1.643418613522625,-0.7059214604295722
213,Himachal Pradesh,Solan,-0.38227156853484134,0.6951184873468389,1.5600049021883335,0.27098475422765883,1.2457375286371022,0,1.7646985629537686,0.07841817578347107
214,Himachal Pradesh,Una,-0.8970228420596239,0.6670731314472363,1.8781764829807628,0.223846400429397,1.2457375286371022,0,2.2088207760684275,0.04880153872739693
215,Jammu And Kashmir,Anantnag,0.33952550824337907,0.8984473176189619,0.8883093427376499,0.6009532308154917,-0.6979348761210441,2,0.7816852317949815,0.889929287603336
216,Jammu And Kashmir,Bandipora,-0.8497623894438134,-0.35658235888827833,-0.3066017051272503,0.28041242498731067,-0.9116086840101928,2,-0.012940283369872279,0.42361504643701986
217,Jammu And Kashmir,Baramulla,-0.8022735122263912,0.40765358937590723,-0.3066017051272503,0.5538148770172299,-0.7023906888250022,2,0.46697732368173506,0.506443437046308
218,Jammu And Kashmir,Budgam,-0.18902160737010013,0.3585742165516016,0.5630672823720562,0.6009532308154917,-1.1100920477854037,2,0.5079468113488894,0.954364837990235
219,Jammu And Kashmir,Doda,-0.7336073670569198,-0.06911746091734568,0.46408056834774447,-1.8313858251748187,-0.9984368597514154,1,0.31591083274284826,-1.3104516612791641
220,Jammu And Kashmir,Ganderbal,-0.07737767352774316,0.4567329622002129,-0.4197293782978919,0.525531864738273,1.2457375286371022,0,0.3791099034158985,-0.06930368603318374
221,Jammu And Kashmir,Jammu,-0.701929247703263,0.6530504534974346,2.1609956659073664,0.5632425477768817,-1.2092532416909427,0,1.8316213255091172,1.2095711502185877
222,Jammu And Kashmir,Kathua,-0.3710621858676154,0.24639279295318947,1.7438373710906265,-1.3222916041535917,-1.3269445576899412,2,0.9916909667203077,-0.45731107763526935
223,Jammu And Kashmir,Kishtwar,-0.01863268533935998,-0.8613987650811342,0.5489263232257258,-0.8886187492095821,-1.3235544314025725,2,-0.4742064942990538,-0.14106227059617285
224,Jammu And Kashmir,Kulgam,-0.8663514493911794,0.6039710806731289,0.1529794671284806,0.5349595354979249,-0.8103874643607569,2,0.8507506475082877,0.592161964517422
225,Jammu And Kashmir,Kupwara,0.10480222030818279,-0.29348030811417086,0.3297414564576079,0.35583379106453067,-1.422683754343711,2,-0.243502559451227,0.9027226334664665
226,Jammu And Kashmir,Poonch,-1.1109390631969158,-0.3635936978631787,0.46408056834774447,-0.38895219894800687,-1.3820341098596851,2,0.4125131077197106,0.10805903996201671
227,Jammu And Kashmir,Pulwama,-0.9176239129863256,1.3822297068871152,0.647913037250037,0.468965840180358,-0.6280157924289805,0,1.6340970590540886,0.47437245161521985
228,Jammu And Kashmir,Rajouri,0.40847895323755923,-0.6019792230098057,0.4357986500550842,-0.011845368561912187,-1.392717221910282,2,-0.5607515706170159,0.664344978470471
229,Jammu And Kashmir,Ramban,-0.8560972661067262,-1.6116120353955181,-0.3348836234199106,-0.9640401152868007,-1.1764957666235558,2,-0.912309461122746,-0.45404752391180786
230,Jammu And Kashmir,Reasi,-1.4978967530387515,-0.6440472568592099,0.11762706926265513,-1.6051217269431628,-0.6603609764360393,1,0.2982398358277411,-1.3036040232945665
231,Jammu And Kashmir,Samba,-0.7515517344799192,0.4847783180998154,1.4398067494445275,-0.10612207615843586,-0.5246667110916172,0,1.4271080094534636,0.24498029238380403
232,Jammu And Kashmir,Shopian,0.2278492173857173,1.0246514191671758,1.0580008524936126,0.17670804663113515,-0.5406801878691092,0,1.0031265058596783,0.4646632079695793
233,Jammu And Kashmir,Srinagar,-0.34019110060638175,1.045685436091878,1.4327362698713622,0.6009532308154917,1.2457375286371022,0,1.9033421639180317,0.3049788171773358
234,Jammu And Kashmir,Udhampur,0.38901839639286334,-0.14624218964125488,0.24489570157962706,-0.9546124445271489,-1.2300935708108753,2,-0.44389358637606974,-0.34726849636875123
235,Jharkhand,Bokaro,0.2763007338181333,-0.5248544942858965,0.3368119360307731,0.31812310802592064,-1.2883499814158847,2,-0.4489521533055599,0.8811734515021532
236,Jharkhand,Chatra,0.5992383532964498,-1.6677027471947241,-0.8863810301267877,0.13899736359252515,-1.3322549919981959,3,-1.9967931245113284,0.6526927706363264
237,Jharkhand,Deoghar,0.7288373767873552,-2.1234397805632748,-1.452019395979995,0.33697844954522566,-1.3308130578053003,3,-2.630619815884119,0.7818457286269207
238,Jharkhand,Dhanbad,-0.6302016402553202,-0.3004916470890723,-0.1651921136639485,0.3746891325838343,-1.1460712394868127,2,-0.05906466248157878,0.6329400033089281
239,Jharkhand,Dumka,1.435061894810601,-2.1304511195381757,-1.4944422734189855,0.31812310802592064,-1.0762685258056388,3,-3.0087003186140886,0.7631438543529385
240,Jharkhand,East Singhbum,1.1280533582463201,-0.11819683374165135,0.46408056834774447,0.45953816942070613,-1.4928850380061212,2,-0.6431671185570513,1.1495591202275943
